#?RADIANCE
rmtxop -faa -c 0.333333333 0.333333333 0.333333334 -t dirr.mtx
oconv mat.rad geo.rad sunLights.rad
rcontrib -I+ -V+ -ab 0 -y 25 -t 5 -dc 1 -dt 0 -dj 0 -faa -M sunNames.txt
SOFTWARE= RADIANCE 5.4 2023-11-05 LBNL (5.4.4ee32974b1)
CAPDATE= 2025:04:02 00:13:12
GMT= 2025:04:01 22:13:12
Applied 1x3 component transform
Transposed rows and columns
NROWS=1000
NCOLS=25
NCOMP=1
FORMAT=ascii

 7.206385000000000e+02	 7.206389000000000e+02	 7.206387999999999e+02	 7.206387999999999e+02	 7.206387999999999e+02	 7.206385000000000e+02	 7.206389000000000e+02	 7.206387999999999e+02	 7.206387999999999e+02	 7.206387999999999e+02	 7.206385000000000e+02	 7.206389000000000e+02	 7.206387999999999e+02	 7.206387999999999e+02	 7.206387999999999e+02	 7.206385000000000e+02	 7.206389000000000e+02	 7.206387999999999e+02	 7.206387999999999e+02	 7.206387999999999e+02	 7.206385000000000e+02	 7.206389000000000e+02	 7.206387999999999e+02	 7.206387999999999e+02	 7.206387999999999e+02	
 7.453194999999999e+02	 7.453199000000000e+02	 7.453198000000000e+02	 7.453198000000000e+02	 7.453198000000000e+02	 7.453194999999999e+02	 7.453199000000000e+02	 7.453198000000000e+02	 7.453198000000000e+02	 7.453198000000000e+02	 7.453194999999999e+02	 7.453199000000000e+02	 7.453198000000000e+02	 7.453198000000000e+02	 7.453198000000000e+02	 7.453194999999999e+02	 7.453199000000000e+02	 7.453198000000000e+02	 7.453198000000000e+02	 7.453198000000000e+02	 7.453194999999999e+02	 7.453199000000000e+02	 7.453198000000000e+02	 7.453198000000000e+02	 7.453198000000000e+02	
 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	
 7.653472000000000e+02	 7.653475000000000e+02	 7.653474000000001e+02	 7.653474000000001e+02	 7.653474000000001e+02	 7.653472000000000e+02	 7.653475000000000e+02	 7.653474000000001e+02	 7.653474000000001e+02	 7.653474000000001e+02	 7.653472000000000e+02	 7.653475000000000e+02	 7.653474000000001e+02	 7.653474000000001e+02	 7.653474000000001e+02	 7.653472000000000e+02	 7.653475000000000e+02	 7.653474000000001e+02	 7.653474000000001e+02	 7.653474000000001e+02	 7.653472000000000e+02	 7.653475000000000e+02	 7.653474000000001e+02	 7.653474000000001e+02	 7.653474000000001e+02	
 7.060392000000001e+02	 7.060395000000000e+02	 7.060394000000000e+02	 7.060394000000000e+02	 7.060394000000000e+02	 7.060392000000001e+02	 7.060395000000000e+02	 7.060394000000000e+02	 7.060394000000000e+02	 7.060394000000000e+02	 7.060392000000001e+02	 7.060395000000000e+02	 7.060394000000000e+02	 7.060394000000000e+02	 7.060394000000000e+02	 7.060392000000001e+02	 7.060395000000000e+02	 7.060394000000000e+02	 7.060394000000000e+02	 7.060394000000000e+02	 7.060392000000001e+02	 7.060395000000000e+02	 7.060394000000000e+02	 7.060394000000000e+02	 7.060394000000000e+02	
 6.770183000000000e+02	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 6.770183000000000e+02	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 6.770183000000000e+02	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 6.770183000000000e+02	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 6.770183000000000e+02	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	
 7.947186000000002e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947186000000002e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947186000000002e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947186000000002e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947186000000002e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947188999999998e+02	 7.947188999999998e+02	
 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	 0.000000000000000e+00	
 7.467852000000000e+02	 7.467855000000000e+02	 7.467854000000000e+02	 7.467854000000000e+02	 7.467854000000000e+02	 7.467852000000000e+02	 7.467855000000000e+02	 7.467854000000000e+02	 7.467854000000000e+02	 7.467854000000000e+02	 7.467852000000000e+02	 7.467855000000000e+02	 7.467854000000000e+02	 7.467854000000000e+02	 7.467854000000000e+02	 7.467852000000000e+02	 7.467855000000000e+02	 7.467854000000000e+02	 7.467854000000000e+02	 7.467854000000000e+02	 7.467852000000000e+02	 7.467855000000000e+02	 7.467854000000000e+02	 7.467854000000000e+02	 7.467854000000000e+02	
 7.517011000000000e+02	 7.517014000000000e+02	 7.517012999999999e+02	 7.517012999999999e+02	 7.517012999999999e+02	 7.517011000000000e+02	 7.517014000000000e+02	 7.517012999999999e+02	 7.517012999999999e+02	 7.517012999999999e+02	 7.517011000000000e+02	 7.517014000000000e+02	 7.517012999999999e+02	 7.517012999999999e+02	 7.517012999999999e+02	 7.517011000000000e+02	 7.517014000000000e+02	 7.517012999999999e+02	 7.517012999999999e+02	 7.517012999999999e+02	 7.517011000000000e+02	 7.517014000000000e+02	 7.517012999999999e+02	 7.517012999999999e+02	 7.517012999999999e+02	
